id	label	amt_credit	amt_income_total	code_gender	commonarea_avg	days_birth	ext_source_1	ext_source_2	ext_source_3	flag_emp_phone	flag_mobil	flag_own_car	flag_own_realty	name_education_type	name_family_status	name_housing_type	name_income_type	organization_type	own_car_age
102155	0	729000	157500	F		-17259	0.6044565548519776	0.7309362519707981		1	1	N	N	Secondary / secondary special	Civil marriage	Municipal apartment	Commercial associate	Business Entity Type 3	
102228	0	101880	108000	M	0	-8113	0.11209023606497996	0.4916547090231718		1	1	Y	N	Incomplete higher	Single / not married	With parents	Working	Other	9
102275	0	239850	135000	M	0	-9699	0.21751660514442472	0.03474242084359302	0.8027454758994178	1	1	Y	Y	Secondary / secondary special	Married	House / apartment	State servant	Transport: type 2	6
102326	0	135000	45000	F		-10244	0.4945711529580499	0.3391547810043076		1	1	N	Y	Secondary / secondary special	Married	House / apartment	Working	Business Entity Type 3	
102341	0	337500	202500	F	0.466	-10100	0.6046277297484444	0.6293380212653933	0.3996756156233169	1	1	N	N	Secondary / secondary special	Single / not married	House / apartment	Working	Business Entity Type 3	
102406	0	450000	144000	M		-10969	0.238227862835002	0.5916508859176991		1	1	Y	Y	Secondary / secondary special	Married	House / apartment	Working	Self-employed	19
102478	0	1236816	180000	F	0	-20866	0.7999193462558932	0.7370839928626126	0.622922000268356	0	1	N	Y	Secondary / secondary special	Widow	House / apartment	Pensioner	XNA	
102508	0	169614	180000	M	0.0032	-9924	0.2536515301911697	0.4584239605510516	0.6626377922738201	1	1	N	N	Lower secondary	Married	Municipal apartment	Working	Other	
102523	0	665892	202500	F		-15089	0.497101282280726	0.28824299345824106	0.7352209993926424	1	1	N	N	Secondary / secondary special	Single / not married	House / apartment	Working	Self-employed	
102537	0	481495.5	67500	F		-20742	0.6422905114076476	0.7577614588628359	0.7826078370261895	0	1	Y	Y	Secondary / secondary special	Married	House / apartment	Pensioner	XNA	16
102573	0	900000	202500	M	0.0361	-13606	0.4740468408764323	0.4978096724121906	0.7165702448010511	1	1	Y	N	Secondary / secondary special	Married	House / apartment	Working	Business Entity Type 3	7
102626	0	787131	112500	M	0.0677	-11419	0.24235392034408115	0.5702484059171846	0.4776491548517548	1	1	N	Y	Secondary / secondary special	Married	House / apartment	Working	Trade: type 3	
102641	0	1971072	405000	F		-18232	0.8197235970091327	0.7129877833170142	0.4418358231994413	1	1	Y	Y	Secondary / secondary special	Separated	House / apartment	Working	Business Entity Type 3	7
102700	0	178290	117000	F		-9819	0.16488002298774476	0.4159660479577214	0.4866531565147181	1	1	N	N	Secondary / secondary special	Single / not married	Municipal apartment	Commercial associate	Business Entity Type 3	
102768	1	532345.5	180000	F	0.0031	-10884	0.419879678994914	0.12388591879690874	0.15855489979486306	1	1	N	Y	Secondary / secondary special	Married	House / apartment	Commercial associate	Industry: type 11	
102782	0	835380	693000	F		-10076	0.4048783276310565	0.5501175253958663	0.3046721837533529	1	1	N	Y	Higher education	Married	House / apartment	Commercial associate	Business Entity Type 3	
102805	0	781920	270000	M		-14428	0.3059524228326517	0.584319145611532	0.6658549219640212	1	1	Y	Y	Higher education	Married	Co-op apartment	Working	Business Entity Type 3	9
102903	1	225000	90000	F	0.0213	-14309	0.3658026975429601	0.5985112606714299	0.28812959991785075	1	1	N	N	Higher education	Married	House / apartment	Working	Kindergarten	
102923	0	225000	90000	F		-24559	0.8696504995278079	0.08876193774484964	0.6127042441012546	0	1	N	N	Secondary / secondary special	Single / not married	House / apartment	Pensioner	XNA	
102939	0	225000	157500	M		-11060	0.3809086240246453	0.029390490990319294	0.2103502286944494	1	1	Y	Y	Secondary / secondary special	Married	House / apartment	Working	Business Entity Type 3	11
103024	0	1512796.5	225000	F	0.0411	-20972	0.6949956895798319	0.5372878237917023	0.5370699579791587	1	1	N	Y	Secondary / secondary special	Single / not married	House / apartment	Commercial associate	Government	
103104	0	225000	108000	M		-13467	0.4666985051560428	0.6019953249522437	0.13094715293601816	1	1	N	Y	Secondary / secondary special	Married	House / apartment	Working	Government	
103136	0	652500	157500	M		-15767	0.2773484356331547	0.3527604600220212	0.3001077565791181	1	1	Y	Y	Secondary / secondary special	Married	House / apartment	Working	Self-employed	16
103142	0	855000	112500	F		-17773	0.7361525802425405	0.6771980864435249	0.2940831009471255	1	1	N	Y	Secondary / secondary special	Married	House / apartment	Working	Services	
103168	0	1096020	382500	M		-11640	0.2661295689649891	0.5987582057166251	0.39277386060313396	1	1	Y	N	Higher education	Civil marriage	Rented apartment	Commercial associate	Business Entity Type 3	12
103207	1	448056	112500	M		-11425	0.15031805263959416	0.07612200809461253	0.3296550543128238	1	1	Y	Y	Higher education	Married	House / apartment	Working	Military	5
103275	0	888840	225000	M		-18033	0.56153711127256	0.6910983895777304	0.14734591802757252	0	1	Y	Y	Secondary / secondary special	Married	House / apartment	Pensioner	XNA	9
103305	0	180000	81000	F		-14722	0.296029250385401	0.30164703378062435	0.2445163919946749	1	1	N	Y	Secondary / secondary special	Separated	House / apartment	Working	Government	
103367	0	269982	225000	F	0.0208	-12689	0.214582195375857	0.6888109274657425	0.5954562029091491	1	1	Y	Y	Secondary / secondary special	Married	House / apartment	Commercial associate	Hotel	7
103429	0	1125000	229500	F		-15386	0.8442558261152984	0.6644708146208708	0.4241303111942548	1	1	N	N	Secondary / secondary special	Single / not married	Municipal apartment	Commercial associate	Other	
103472	0	270000	135000	F		-12625	0.37566148215539663	0.5387879532357699	0.5370699579791587	1	1	Y	N	Secondary / secondary special	Single / not married	House / apartment	Working	Business Entity Type 3	17
103589	0	183294	67500	F		-15525	0.4148756083860132	0.4679878560924485	0.7407990879702335	1	1	N	Y	Secondary / secondary special	Single / not married	House / apartment	Working	Other	
103642	0	1288782	247500	M		-12790	0.27571792327223943	0.6344245199759065	0.5620604831738043	1	1	Y	Y	Secondary / secondary special	Separated	House / apartment	Working	Self-employed	6
103645	0	2085120	292500	F		-20142	0.8877509142508327	0.6792168181732732		0	1	N	Y	Higher education	Married	House / apartment	Pensioner	XNA	
103650	0	202500	202500	F		-14439	0.5782686949089072	0.4346923717777789	0.5919766183185521	1	1	N	Y	Secondary / secondary special	Married	House / apartment	Working	Self-employed	
103672	0	495000	67500	F	0.0368	-19091	0.8805382983498731	0.7987669488555056		1	1	N	Y	Secondary / secondary special	Married	House / apartment	Working	Medicine	
103685	0	630000	225000	F		-11055	0.6097950519641447	0.6821256951990501	0.6545292802242897	1	1	N	Y	Higher education	Married	House / apartment	Working	Construction	
103697	0	157500	157500	M		-12774	0.5348578324337477	0.47374668273383	0.6479768603302221	1	1	Y	Y	Secondary / secondary special	Married	House / apartment	Working	Self-employed	9
103764	0	1293165	180000	F		-20524	0.9000403484267641	0.660461299304561	0.6092756673894402	1	1	N	N	Secondary / secondary special	Married	House / apartment	Working	Other	
103800	0	1595115	270000	M		-14474	0.5608470725755806	0.6185275196354857	0.5726825047161584	1	1	N	Y	Higher education	Married	House / apartment	Commercial associate	Business Entity Type 3	
103810	1	135000	81000	F		-9571	0.4244899245804851	0.7372746468745458	0.20208660168203949	1	1	N	Y	Secondary / secondary special	Married	With parents	Working	Other	
103823	0	1084909.5	247500	F		-21043	0.7120956393901153	0.6172109337282781	0.4902575124990026	1	1	N	Y	Higher education	Married	House / apartment	Working	Kindergarten	
103845	1	414792	135000	F		-11339	0.45124479567369297	0.05016533798781138	0.04825898346784866	1	1	Y	Y	Secondary / secondary special	Married	House / apartment	Working	Postal	12
103887	0	1125000	189000	F		-15166	0.5141886350890519	0.5087698845682931	0.7623356180684377	1	1	N	N	Incomplete higher	Separated	House / apartment	Commercial associate	Mobile	
104014	0	1546020	261000	F		-15695	0.7217214564677786	0.5608083556786373	0.622922000268356	1	1	Y	N	Secondary / secondary special	Married	House / apartment	Commercial associate	Transport: type 4	2
104081	0	640080	157500	F		-10148	0.5080659641453534	0.06805953806184585	0.4866531565147181	1	1	N	Y	Secondary / secondary special	Married	Municipal apartment	Working	Medicine	
104188	0	458235	63000	F		-20692	0.5845503790483362	0.6861564297800347	0.6479768603302221	0	1	N	Y	Secondary / secondary special	Married	House / apartment	Pensioner	XNA	
104247	0	103500	225000	M	0.0699	-16213	0.6957203545971473	0.7095658448332834	0.5046813193144684	1	1	Y	Y	Secondary / secondary special	Married	House / apartment	Working	Security Ministries	1
104311	0	298512	81000	F	0.0028	-14201	0.5714940697153861	0.3323709870891498	0.6545292802242897	1	1	N	Y	Secondary / secondary special	Married	House / apartment	Working	Government	
104312	0	675000	90000	F		-11805	0.5594902564118008	0.4646518675412491	0.3233112448967859	1	1	N	Y	Secondary / secondary special	Married	Office apartment	Working	Industry: type 3	
104348	0	929623.5	270000	F		-19065	0.6868964077648209	0.5065289857483755	0.7850520263728172	1	1	Y	Y	Secondary / secondary special	Single / not married	House / apartment	Working	Self-employed	3
104349	0	1006920	180000	F		-13015	0.7306096959456722	0.6434994366153125	0.5154953751603267	1	1	Y	N	Higher education	Single / not married	With parents	Commercial associate	School	8
104433	0	299772	90000	M		-22616	0.5925302694744639	0.5239231387459409	0.5691487713619409	0	1	N	N	Secondary / secondary special	Married	House / apartment	Pensioner	XNA	
104440	0	835380	135000	F		-12200	0.5030479934788789	0.3138138522312069	0.6940926425266661	1	1	Y	N	Higher education	Married	House / apartment	Working	Business Entity Type 3	5
104495	0	459000	135000	M	0.1872	-21717	0.7737803838362558	0.7101018279431496	0.6296742509538716	1	1	Y	N	Higher education	Married	House / apartment	State servant	School	7
104539	0	239850	225000	M	0.0573	-14350	0.414618132614858	0.5743805419798349	0.4489622731076524	1	1	Y	Y	Secondary / secondary special	Single / not married	House / apartment	Working	Transport: type 4	10
104568	0	143910	135000	M		-15465	0.33912321741203005	0.35505052846401536		1	1	N	Y	Secondary / secondary special	Married	House / apartment	Working	Self-employed	
104609	0	562500	90000	F	0.0093	-19435	0.741735218533928	0.6223845480917829	0.248535557339522	1	1	N	N	Secondary / secondary special	Single / not married	House / apartment	Working	Self-employed	
104660	0	242595	67500	F		-8514	0.15197498835916415	0.29406928972482	0.42589289800515295	1	1	N	N	Secondary / secondary special	Civil marriage	Rented apartment	Commercial associate	Business Entity Type 2	
104728	0	563269.5	112500	F		-17292	0.7030295789012674	0.5407381538335921	0.4614823912998385	1	1	N	Y	Secondary / secondary special	Married	House / apartment	Working	Housing	
104754	0	373311	112500	M	0.0279	-12918	0.16341375027203686	0.4991053136117848	0.5989262182569273	1	1	Y	N	Higher education	Married	House / apartment	Commercial associate	Government	1
104763	0	247500	117000	F		-18781	0.7891989990276007	0.6456536504439443	0.4489622731076524	1	1	Y	Y	Secondary / secondary special	Civil marriage	House / apartment	Commercial associate	Self-employed	18
104795	0	244584	135000	F	0.0092	-10303	0.3767194147878713	0.6674139624056618		1	1	N	Y	Incomplete higher	Single / not married	House / apartment	Working	Bank	
104820	0	324000	58500	F		-11418	0.2615626755394555	0.008207901929292594	0.3572932680336494	1	1	N	N	Secondary / secondary special	Married	House / apartment	Working	Medicine	
104889	0	450000	436500	M	0.008	-21606	0.5481325092038307	0.7078368236081684	0.5638350489514956	1	1	Y	Y	Secondary / secondary special	Married	House / apartment	Commercial associate	Transport: type 4	2
104894	0	450000	315000	M		-12884	0.7622731554062616	0.7325802167872072	0.6296742509538716	1	1	Y	Y	Higher education	Married	House / apartment	Working	Industry: type 10	11
105008	0	521280	157500	F	0.0134	-16677	0.5482507340348138	0.6887359252995087	0.5298898341969072	1	1	Y	Y	Secondary / secondary special	Married	House / apartment	Commercial associate	Business Entity Type 3	3
105084	0	607500	108859.5	M		-10299	0.2828972922574677	0.469882989814242		1	1	N	Y	Higher education	Single / not married	House / apartment	Commercial associate	Trade: type 2	
105104	0	107820	58500	F		-12934	0.22280849846264714	0.4314066319634596	0.180887977767074	1	1	Y	N	Secondary / secondary special	Married	House / apartment	Working	Other	1
105110	0	545040	108000	F	0.0117	-10175	0.24912847383246084	0.5718446463635923	0.6801388218428291	1	1	N	N	Secondary / secondary special	Single / not married	With parents	Working	Business Entity Type 3	
105124	0	1132573.5	157500	F		-21256	0.6938852870108511	0.30766442863825216	0.42765737003502935	0	1	N	Y	Secondary / secondary special	Widow	House / apartment	Pensioner	XNA	
105214	0	900000	292500	F		-19184	0.5646860214601123	0.5023471645026082	0.1455428133497032	1	1	N	N	Higher education	Married	House / apartment	Working	Business Entity Type 3	
105232	0	477000	247500	M		-13643	0.3641452886728156	0.6500040301989676	0.4543210601605785	1	1	N	N	Secondary / secondary special	Married	House / apartment	Commercial associate	Business Entity Type 3	
105294	0	808650	157500	F	0.0187	-12969	0.4724492672310277	0.6688249694278774	0.6940926425266661	1	1	N	N	Secondary / secondary special	Married	House / apartment	Working	Business Entity Type 3	
105320	0	765000	171000	F	0.0103	-16206	0.8282275473893393	0.6496905500078396	0.6690566947824041	1	1	N	N	Higher education	Separated	House / apartment	Working	Bank	
105323	0	945000	157500	F		-19065	0.8263951271375443	0.7056295988232171	0.5691487713619409	1	1	Y	Y	Secondary / secondary special	Married	House / apartment	Commercial associate	Business Entity Type 3	10
105341	0	825588	225000	F		-16994	0.8161895974998856	0.7826626580901809	0.6380435278721609	1	1	Y	Y	Higher education	Separated	House / apartment	Commercial associate	Medicine	11
105348	0	408780	157500	M		-10514	0.0542272193063047	0.21902218710378474	0.6894791426446275	1	1	N	Y	Secondary / secondary special	Single / not married	House / apartment	State servant	Trade: type 7	
105389	0	157500	247500	F		-14934	0.6675336092456248	0.6322409237361782	0.4722533429586386	1	1	N	Y	Secondary / secondary special	Married	House / apartment	State servant	Medicine	
105413	0	1042560	180000	F	0.1203	-14539	0.5641231596069985	0.6701266091185181	0.5620604831738043	1	1	Y	Y	Secondary / secondary special	Single / not married	House / apartment	Commercial associate	Self-employed	0
105427	0	117000	81000	F		-8613	0.3322556349641959	0.5351614907293769	0.4722533429586386	1	1	N	Y	Secondary / secondary special	Civil marriage	House / apartment	Working	Business Entity Type 1	
105431	0	790830	450000	F		-13702	0.21388282818554824	0.6600590677461181	0.7091891096653581	1	1	N	Y	Secondary / secondary special	Separated	House / apartment	Commercial associate	Kindergarten	
105436	0	167895	135000	F		-19341	0.820738945764199	0.750160006876604	0.8347841592331774	1	1	N	Y	Secondary / secondary special	Married	House / apartment	Working	Business Entity Type 3	
105571	0	1561500	450000	M	0.069	-16543	0.6237900996268921	0.6580346131941214	0.7838324335199619	1	1	Y	Y	Secondary / secondary special	Married	House / apartment	Working	Business Entity Type 3	1
105579	0	270000	135000	F		-14007	0.5351744941102371	0.7436662175479885	0.7992967832109371	1	1	Y	Y	Secondary / secondary special	Married	With parents	Working	Self-employed	4
105663	0	270000	180000	F	0.0031	-8365	0.6421381789479381	0.23790880185335675	0.1556893746835917	1	1	N	Y	Secondary / secondary special	Civil marriage	House / apartment	Working	Business Entity Type 3	
105756	0	74628	135000	F	0.0276	-17256	0.7004579450502839	0.6946071693662951	0.4418358231994413	1	1	N	N	Secondary / secondary special	Widow	House / apartment	Working	Self-employed	
105933	0	91692	90000	F		-23680	0.8500446200879459	0.6900189674559749	0.6347055309763198	0	1	Y	Y	Secondary / secondary special	Married	House / apartment	Pensioner	XNA	11
106006	0	332946	157500	M	0.0076	-14505	0.3454053443515995	0.7492038579905549	0.6940926425266661	1	1	N	Y	Higher education	Married	House / apartment	State servant	Government	
106043	0	306306	135000	F		-13101	0.7027046675812467	0.4503246128067648		1	1	N	Y	Higher education	Civil marriage	House / apartment	Working	Self-employed	
106129	0	668304	144000	M		-15817	0.6031327868509148	0.6042251771479799	0.6610235391308081	1	1	Y	N	Secondary / secondary special	Married	House / apartment	Working	Business Entity Type 3	2
106163	0	1256400	441000	M		-13782	0.5472916433901024	0.5702484059171846	0.6430255641096323	1	1	Y	N	Higher education	Married	Office apartment	Working	Military	11
106223	0	900000	72000	F		-10382	0.7716410881475274	0.5630369328386012		1	1	N	Y	Secondary / secondary special	Married	House / apartment	Working	Medicine	
106255	0	675000	112500	F	0.0754	-17017	0.5881736350464664	0.2504827212832373	0.0005272652387098817	1	1	Y	Y	Secondary / secondary special	Civil marriage	House / apartment	Working	Business Entity Type 3	2
106260	0	1260000	135000	M	0.0092	-14668	0.3816635034048915	0.7313317291379642		1	1	Y	Y	Secondary / secondary special	Married	House / apartment	Commercial associate	Business Entity Type 1	13
106275	0	1787283	180000	M		-11339	0.3677407058548607	0.5743645041597051	0.8633633824101478	1	1	N	Y	Secondary / secondary special	Single / not married	House / apartment	Working	Transport: type 2	
106340	0	180000	135000	F		-8613	0.3049847330843262	0.4732287879184783	0.4014074137749511	1	1	Y	Y	Incomplete higher	Single / not married	With parents	Commercial associate	Business Entity Type 3	2
106490	0	835380	180000	F		-12969	0.3882664921296174	0.6250891481593754	0.646329897706246	1	1	Y	Y	Secondary / secondary special	Civil marriage	House / apartment	State servant	Medicine	22
106515	0	180000	112500	F	0.1295	-10856	0.3397812526515007	0.3970027483666422	0.5585066276769286	1	1	N	Y	Higher education	Married	House / apartment	State servant	Kindergarten	
106749	0	263686.5	225000	M	0.014	-16087	0.3036635111361674	0.30698478604447466	0.6894791426446275	1	1	N	Y	Secondary / secondary special	Civil marriage	House / apartment	Working	Housing	
106763	0	585000	180000	F	0	-17918	0.8574633277880738	0.6812478623236697	0.520897599048938	1	1	Y	N	Higher education	Married	Municipal apartment	Working	Industry: type 3	9
106792	0	1312110	360000	F	0.0357	-19096	0.8718075622519744	0.7087043469799418	0.30620229831350426	1	1	N	Y	Higher education	Civil marriage	House / apartment	Commercial associate	Construction	
106815	0	315000	90000	F	0.0168	-10887	0.2377741847349235	0.2652307696246503	0.248535557339522	1	1	N	Y	Secondary / secondary special	Civil marriage	House / apartment	Working	Business Entity Type 3	
106834	0	990000	270000	M	0.0232	-14122	0.3197505581819432	0.6955711697481629	0.6577838002083306	1	1	N	Y	Secondary / secondary special	Married	House / apartment	Commercial associate	Business Entity Type 3	
106972	0	353241	94500	F		-18433	0.6429097004184525	0.6657858818613297	0.511891801533151	1	1	N	Y	Secondary / secondary special	Married	House / apartment	Working	Housing	
106977	0	1436850	270000	F		-10435	0.5939103597477399	0.7057567660035551		1	1	N	Y	Secondary / secondary special	Single / not married	House / apartment	Working	Business Entity Type 3	
106983	0	900000	270000	F		-11177	0.7094425489859101	0.7652000938549871	0.7001838506835805	1	1	N	N	Higher education	Single / not married	House / apartment	State servant	Government	
107007	0	545040	67500	F		-8609	0.3706887236160559	0.10051082627911576	0.38079968264891495	1	1	N	Y	Higher education	Married	House / apartment	Working	Electricity	
107015	0	133659	135000	F	0.0029	-15713	0.4130442590428497	0.6685875887076497	0.501075160239048	1	1	Y	Y	Secondary / secondary special	Married	House / apartment	Commercial associate	Business Entity Type 3	7
107052	1	418500	121500	F	0.0533	-10060	0.4492734035449655	0.3826634724068733	0.04994260189624306	1	1	N	N	Secondary / secondary special	Married	House / apartment	Working	Business Entity Type 3	
107106	0	835380	391500	M		-12327	0.5465731898477162	0.6909116254823803		1	1	Y	Y	Higher education	Single / not married	House / apartment	Commercial associate	Self-employed	7
107221	0	497520	112500	F		-16058	0.7862309246675031	0.4521873494503867	0.7862666146611379	1	1	N	N	Secondary / secondary special	Separated	House / apartment	Working	Self-employed	
107253	0	363190.5	247500	M	0.059	-10949	0.4888735016468856	0.641183454959913	0.520897599048938	1	1	N	Y	Incomplete higher	Single / not married	With parents	Commercial associate	Business Entity Type 3	
107273	1	312768	40500	F		-14978	0.3920206798004143	0.4893649089888947	0.7738956942145427	1	1	N	Y	Secondary / secondary special	Married	House / apartment	Working	Transport: type 4	
107286	0	101880	90000	F		-8126	0.4785205649764985	0.3899211326906192		1	1	N	N	Secondary / secondary special	Married	With parents	Commercial associate	Transport: type 4	
107506	0	1006920	202500	M		-14328	0.6177345851941888	0.4767515517355688	0.6658549219640212	1	1	Y	Y	Secondary / secondary special	Married	House / apartment	Working	Business Entity Type 3	14
107507	0	1006920	188100	F		-20807	0.6192634408274041	0.471855285789129	0.3031463744186309	0	1	N	Y	Secondary / secondary special	Married	House / apartment	Pensioner	XNA	
